229,Puskesmas,53070200019,1000105537,MAGEPANDA,Puskesmas Perawatan (Rawat Inap),"Ds.Magepanda, Kec. Magepanda",53,Nusa Tenggara Timur,5307,Kab. Sikka,530712,Magepanda,-8.56749,122.06227,,uptpuskesmasmagepanda@gmail.com,,Operasional,Aktif,Magepanda
230,Puskesmas,53070200007,1000105525,MAPITARA,Puskesmas Non Perawatan,"Ds. Hebing, Kec. Mapitara",53,Nusa Tenggara Timur,5307,Kab. Sikka,530721,Mapitara,-8.7054,122.47144,,uptpuskesmasmapitara@gmail.com,,Operasional,Aktif,MAPITARA
233,Puskesmas,53070200018,1000105484,NITA,Puskesmas Perawatan (Rawat Inap),"Ds. Nita, Kec. Nita",53,Nusa Tenggara Timur,5307,Kab. Sikka,530704,Nita,-8.66729,122.17796,,puskesmasnita74@gmail.com,,Operasional,Aktif,Nita
234,Puskesmas,53070200001,1000105551,PAGA,Puskesmas Perawatan (Rawat Inap),"Ds. Paga, Kec. Paga",53,Nusa Tenggara Timur,5307,Kab. Sikka,530701,Paga,-8.74996,122.05119,,puskesmaspaga.maumere@gmail.com,,Operasional,Aktif,Paga
235,Puskesmas,53070200015,1000105472,PALUE,Puskesmas Perawatan (Rawat Inap),"Ds. Reruwairere, Kec. Palue",53,Nusa Tenggara Timur,5307,Kab. Sikka,530706,Palue,-8.31329,121.73582,,uptpuskesmaspalue@gmail.com,,Operasional,Aktif,Palue
239,Puskesmas,53070200010,1000105575,WAIGETE,Puskesmas Perawatan (Rawat Inap),"Ds. Egon, Kec. Waigete",53,Nusa Tenggara Timur,5307,Kab. Sikka,530709,Waigete,-8.64457,122.40337,,waigetepuskesmas@gmail.com,,Operasional,Aktif,Waigate
241,Puskesmas,53070200008,1000105549,WATUBAING,Puskesmas Perawatan (Rawat Inap),"Ds. Talibura, Kec. Talibura",53,Nusa Tenggara Timur,5307,Kab. Sikka,530708,Talibura,-8.53478,122.54976,,uptpuskesmaswatubaing123@gmail.com,,Operasional,Aktif,Watubaing
242,Puskesmas,53070200003,1000105513,WOLOFEO,Puskesmas Perawatan (Rawat Inap),"Desa Renggarasi, Kec. Tana Wawo",53,Nusa Tenggara Timur,5307,Kab. Sikka,530717,Tana Wawo,-8.82955,121.67805,,pkmw0l0f30@gmail.com,,Operasional,Aktif,Wolofeo
244,Puskesmas,53080200002,1000084147,A. YANI,Puskesmas Perawatan (Rawat Inap),"Ds. Ndoriwoi, Kec. Pulau Ende",53,Nusa Tenggara Timur,5308,Kab. Ende,530802,Pulau Ende,-8.88483,121.51273,,achmadyani11pulend@gmail.com,,Operasional,Aktif,Ahmad Yani
245,Puskesmas,53080200022,1000084226,DETUSOKO,Puskesmas Perawatan (Rawat Inap),"Ds. Detusoko, Kec. Detusoko",53,Nusa Tenggara Timur,5308,Kab. Ende,530806,Detusoko,-8.7126,121.7555,,puskesmasdetusoko20@gmail.com,,Operasional,Aktif,Detusoko
247,Puskesmas,53080200008,1000084238,KOTA ENDE,Puskesmas Non Perawatan,"Kel. Mautapaga, Kec. Ende Tengah",53,Nusa Tenggara Timur,5308,Kab. Ende,530819,Ende Tengah,-8.83045,121.662,,yoris.interisti@gmail.com,,Operasional,Aktif,Kota Ende
248,Puskesmas,53080200010,1000084288,KOTA RATU,Puskesmas Non Perawatan,"Kel. Kotaraja, Kec. Ende Utara",53,Nusa Tenggara Timur,5308,Kab. Ende,530818,Ende Utara,-8.84111,121.64536,,akrepuskesmaskotaratu@gmail.com,,Operasional,Aktif,Kota Ratu
249,Puskesmas,53080200025,1000084276,LOBONIKI,Puskesmas Non Perawatan,Jl. Trans Maurole Kotabaru,53,Nusa Tenggara Timur,5308,Kab. Ende,530813,Kota Baru,-8.51125,121.92417,08214533 0381,puskesmasloboniki@gmail.com,,Operasional,Aktif,Loboniki
250,Puskesmas,53080200017,1000084068,MAUBASA,Puskesmas Perawatan (Rawat Inap),"Ds. Ndori, Kec. Ndori",53,Nusa Tenggara Timur,5308,Kab. Ende,530817,Ndori,-8.8263,121.9328,,pkmmaubasa@gmail.com,,Operasional,Aktif,Maubasa
251,Puskesmas,53080200003,1000084056,MAUKARO,Puskesmas Perawatan (Rawat Inap),"Ds. Kebirangga, Kec. Maukaro",53,Nusa Tenggara Timur,5308,Kab. Ende,530811,Maukaro,-8.6148,121.525,,puskesmasmaukaro13@gmail.com,,Operasional,Aktif,Maukaro
252,Puskesmas,53080200018,1000084173,MAUROLE,Puskesmas Perawatan (Rawat Inap),"Ds. Watukamba, Kec. Maurole",53,Nusa Tenggara Timur,5308,Kab. Ende,530810,Maurole,-8.511,121.8023,,londakristina@gmail.com,,Operasional,Aktif,Maurole
253,Puskesmas,53080200016,1000084185,MONI,Puskesmas Perawatan (Rawat Inap),"Ds. Woloara, Kec. Kelimutu",53,Nusa Tenggara Timur,5308,Kab. Ende,530814,Kelimutu,-8.7565,121.8556,,puskesmasmoni18@gmail.com,,Operasional,Aktif,Moni
254,Puskesmas,53080200026,53080200026,MUKUSAKI,Puskesmas Perawatan (Rawat Inap),"Jl. Trans Utara - Maukaro, Desa Mukusaki",53,Nusa Tenggara Timur,5308,Kab. Ende,530807,Wewaria,-8.5673635,121.6213223,1234567890,mukusakipuskesmas@gmail.com,,Operasional,Aktif,Mukusaki
255,Puskesmas,53080200001,1000084135,NANGA PANDA,Puskesmas Perawatan (Rawat Inap),"Kel. Ndorurea, Kec. Nangapanda",53,Nusa Tenggara Timur,5308,Kab. Ende,530801,Nangapanda,-8.7928,121.4691,,puskesmasnangapanda@yahoo.com,,Operasional,Aktif,Nangapanda
257,Puskesmas,53080200011,1000084214,NGALUPOLO,Puskesmas Non Perawatan,"Ds. Ngalupolo, Kec. Ndona",53,Nusa Tenggara Timur,5308,Kab. Ende,530805,Ndona,-8.8716,121.7352,,pkmngalupolo23@gmail.com,,Operasional,Aktif,Ngalupolo
258,Puskesmas,53080200009,1000084252,ONEKORE,Puskesmas Non Perawatan,"Kel. Onekore, Kec. Ende Tengah",53,Nusa Tenggara Timur,5308,Kab. Ende,530819,Ende Tengah,-8.8366,121.6518,,,,Operasional,Aktif,Onekore
259,Puskesmas,53080200021,1000084197,PEIBENGA,Puskesmas Perawatan (Rawat Inap),"Ds. Ngumbelaka, Kec. Lepembusu Kelisoke",53,Nusa Tenggara Timur,5308,Kab. Ende,530821,Lepembusu Kelisoke,-8.6892,121.8495,,peibengaakreditasi@gmail.com,,Operasional,Aktif,Peibenga
260,Puskesmas,53080200007,1000084264,REWARANGGA,Puskesmas Non Perawatan,"Kel. Rewarangga, Kec. Ende Timur",53,Nusa Tenggara Timur,5308,Kab. Ende,530820,Ende Timur,-8.823,121.6782,,prewarangga@gmail.com,,Operasional,Aktif,Rewarangga
266,Puskesmas,53080200020,1000084123,WATUNGGERE,Puskesmas Perawatan (Rawat Inap),"Ds. Maurole Selatan, Kec. Detukeli",53,Nusa Tenggara Timur,5308,Kab. Ende,530815,Detukeli,-8.6361,121.8183,,pkmwangger@yahoo.com,,Operasional,Aktif,Watunggere
268,Puskesmas,53080200013,1000084082,WOLO WARU,Puskesmas Perawatan (Rawat Inap),"Ds. Bokasape, Kec. Wolowaru",53,Nusa Tenggara Timur,5308,Kab. Ende,530808,Wolowaru,-8.7784,121.8867,,pkmwolowaru70@gmail.com,,Operasional,Aktif,Wolowaru
269,Puskesmas,53080200014,1000084109,WOLOJITA,Puskesmas Perawatan (Rawat Inap),"Kel. Wolojita, Kec. Wolojita",53,Nusa Tenggara Timur,5308,Kab. Ende,530809,Wolojita,-8.8535,121.8067,,nonahilaria66@gmail.com,,Operasional,Aktif,Wolojita
272,Puskesmas,53090200016,1000062577,DONA,Puskesmas Non Perawatan,Ds. Naruwolo I Kec. Jerebuu,53,Nusa Tenggara Timur,5309,Kab. Ngada,530912,Jerebuu,-6.23846,106.79416,,hardianusbegugoze25@gmail.com,,Operasional,Aktif,Dona
273,Puskesmas,53090200021,1000670128,INELIKA RAYA,Puskesmas Non Perawatan,"Jl. TW Mengeruda, Desa Wololika",53,Nusa Tenggara Timur,5309,Kab. Ngada,530915,Bajawa Utara,-8.73621,120.9975,,pkminlr722@gmail.com,,Operasional,Aktif,Inelika Raya
279,Puskesmas,53090200020,1000062565,LENGKOSAMBI,Puskesmas Non Perawatan,Jl. Raya Riung - Mbay,53,Nusa Tenggara Timur,5309,Kab. Ngada,530909,Riung,-8.44663,121.13208,81237589210,puskesmaslengkosambi@gmail.com,,Operasional,Aktif,Lengkosambi
282,Puskesmas,53090200013,1000062424,MARONGGELA,Puskesmas Perawatan (Rawat Inap),"Ds. Wolomeze, Kec. Riung Barat",53,Nusa Tenggara Timur,5309,Kab. Ngada,530914,Riung Barat,-8.52721,120.94603,,pkmmaronggela@gmail.com,,Operasional,Aktif,Maronggela
283,Puskesmas,53090200014,1000062448,NATA RANDANG,Puskesmas Non Perawatan,Kec. Wolomeze,53,Nusa Tenggara Timur,5309,Kab. Ngada,530916,Wolomeze,-8.6192,121.06342,,pkmnatarandang19@gmail.com,,Operasional,Aktif,Natarandang
286,Puskesmas,53090200011,1000062395,RIUNG,Puskesmas Perawatan (Rawat Inap),"Ds. Benteng Tengah, Kec. Riung",53,Nusa Tenggara Timur,5309,Kab. Ngada,530909,Riung,-8.42726,121.02554,,puskesmasriung@gmail.com,,Operasional,Aktif,Riung
287,Puskesmas,53090200022,1000670130,SOA,Puskesmas Non Perawatan,"Anafolo, Desa Tarawaja Kec Soa",53,Nusa Tenggara Timur,5309,Kab. Ngada,530907,Soa,-8.73595,120.95888,,puskesmassoa2022@gmail.com,,Operasional,Aktif,Soa
290,Puskesmas,53090200010,1000062400,WAEPANA,Puskesmas Perawatan (Rawat Inap),"Ds. Waepana, Kec. Soa",53,Nusa Tenggara Timur,5309,Kab. Ngada,530907,Soa,-8.69782,121.03514,,pkmwaepanatersenyum21@gmail.com,,Operasional,Aktif,Waepana
294,Puskesmas,53100200022,1000145305,ANAM,Puskesmas Non Perawatan,Jl. Ruteng -Labuan Bajo Anam Desa Bulan Kec Ruteng,53,Nusa Tenggara Timur,5310,Kab. Manggarai,531003,Ruteng,-8.63474,120.35299,81236804972,uptdpuskesmasanam@gmail.com,,Operasional,Aktif,Anam
295,Puskesmas,53100200012,1000145317,BANGKA KENDA,Puskesmas Non Perawatan,Kec. Wae Rii,53,Nusa Tenggara Timur,5310,Kab. Manggarai,531001,Wae Rii,-8.56464,120.45922,,,,Operasional,Aktif,Bangka Kenda
296,Puskesmas,53100200018,1000145379,BEA MESE,Puskesmas Non Perawatan,Kec. Cibal,53,Nusa Tenggara Timur,5310,Kab. Manggarai,531006,Cibal,-8.73181,120.38758,,,,Operasional,Aktif,Bea Mese
297,Puskesmas,53100200008,1000145408,CANCAR,Puskesmas Non Perawatan,Kec. Ruteng,53,Nusa Tenggara Timur,5310,Kab. Manggarai,531003,Ruteng,-8.58539,120.37953,,puskesmascancar@gmail.com,,Operasional,Aktif,Cancar
299,Puskesmas,53100200001,1000145276,ITENG,Puskesmas Perawatan (Rawat Inap),Iteng Satar Mese,53,Nusa Tenggara Timur,5310,Kab. Manggarai,531005,Satar Mese,-8.81258,120.42564,82145423853,hermanusmangkur@gmail.com,,Operasional,Aktif,Iteng
301,Puskesmas,53100200006,1000145329,KOTA,Puskesmas Non Perawatan,Kec. Langke Rembong,53,Nusa Tenggara Timur,5310,Kab. Manggarai,531012,Langke Rembong,-8.37611,120.33364,,pkmkotaruteng10@gmail.com,,Operasional,Aktif,Kota
303,Puskesmas,53100200024,1000670245,LANGGO,Puskesmas Non Perawatan,Langgo Desa Langgo Kec.  Satar Mese,53,Nusa Tenggara Timur,5310,Kab. Manggarai,531005,Satar Mese,-8.77764,120.46274,,,,Operasional,Aktif,Langgo
304,Puskesmas,53100200004,1000145264,LANGKE MAJOK,Puskesmas Perawatan (Rawat Inap),Jln.Pater Stanis Ograbek Nao Satar Mese Utara,53,Nusa Tenggara Timur,5310,Kab. Manggarai,531018,Satar Mese Utara,-8.67436,120.36092,82341191000,uptdpkmlmajok2007@gmail.com,,Operasional,Aktif,Langke Majok
306,Puskesmas,53100200014,1000145238,NANU,Puskesmas Non Perawatan,Kec. Rahong Utara,53,Nusa Tenggara Timur,5310,Kab. Manggarai,531014,Rahong Utara,-8.52708,120.38969,,puskesmasnanu1@gmail.com,,Operasional,Aktif,Nanu
308,Puskesmas,53100200016,1000145252,PAGAL,Puskesmas Perawatan (Rawat Inap),"Ds. Pagal, Kec. Cibal",53,Nusa Tenggara Timur,5310,Kab. Manggarai,531006,Cibal,-8.50972,120.49197,,reginajuita@yahoo.com,,Operasional,Aktif,Pagal
310,Puskesmas,53100200019,1000145202,REO,Puskesmas Perawatan (Rawat Inap),"Ds. Reo, Kec. Reok",53,Nusa Tenggara Timur,5310,Kab. Manggarai,531011,Reok,-8.39747,120.37925,,puskesmasreo@gmail.com,,Operasional,Aktif,Reo
311,Puskesmas,53100200011,1000145393,TIMUNG,Puskesmas Non Perawatan,Timung-Golo Cador -Wae Ri'i,53,Nusa Tenggara Timur,5310,Kab. Manggarai,531001,Wae Rii,-8.57644,120.49958,81355731477,puskesmastimung77@gmail.com,,Operasional,Aktif,Timung
312,Puskesmas,53100200023,53100200023,TODO,Puskesmas Non Perawatan,Jl. Pater Stanis Ograbeg SVD,53,Nusa Tenggara Timur,5310,Kab. Manggarai,531013,Satar Mese Barat,-8.7276075,120.3703275,81239908014,puskesmastodo17@gmail.com,,Operasional,Aktif,Todo
313,Puskesmas,53100200017,1000145290,WAE CODI,Puskesmas Non Perawatan,"Ds. Wae Codi, Kec. Cibal",53,Nusa Tenggara Timur,5310,Kab. Manggarai,531006,Cibal,-8.68244,120.35281,,,,Operasional,Aktif,Wae Codi
315,Puskesmas,53100200009,1000145331,WAEMBELENG,Puskesmas Non Perawatan,Kec. Ruteng,53,Nusa Tenggara Timur,5310,Kab. Manggarai,531003,Ruteng,-8.40864,120.41433,,puskesmaswaembeleng01@gmail.com,,Operasional,Aktif,Wae Mbeleng
316,Puskesmas,53100200015,1000145343,WANGKO,Puskesmas Non Perawatan,Kec. Rahong Utara,53,Nusa Tenggara Timur,5310,Kab. Manggarai,531014,Rahong Utara,-8.55108,120.41017,,puskesmas.wangko2008@gmail.com,,Operasional,Aktif,Wangko
317,Puskesmas,53100200010,1000145367,WATU ALO,Puskesmas Non Perawatan,Kec. Wae Rii,53,Nusa Tenggara Timur,5310,Kab. Manggarai,531001,Wae Rii,-8.57519,120.47908,,Puskesmas.walo@gmail.com,,Operasional,Aktif,Watu Alo
376,Puskesmas,53150200014,1000139679,BARI,Puskesmas Perawatan (Rawat Inap),"Dusun Rengge, Desa Bari, Kec. Macang Pacar",53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531501,Macang Pacar,-8.35742,120.18698,,Pusk_Bari23@gmail.com,,Operasional,Aktif,Bari
377,Puskesmas,53150200002,1000139813,BENTENG,Puskesmas Non Perawatan,Pongkor Desa Golo Pongkor Kec. Komodo,53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531505,Komodo,-8.59002,119.89214,,puskbenteng14@gmail.com,,Operasional,Aktif,Benteng
378,Puskesmas,53150200022,1000742153,COMPANG,Puskesmas Non Perawatan,"Noa,Desa Compang",53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531511,Pacar,-8.52937,120.1965,,pkmcompang@gmail.com,,Operasional,Aktif,Compang
379,Puskesmas,53150200009,1000139772,DATAK,Puskesmas Non Perawatan,"Datak RT.001/RW.002, Desa Golo Ronggot, Kec.  Welak",53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531507,Welak,-8.62823,120.17473,,puskesmasdatak22@gmail.com,,Operasional,Aktif,Datak
380,Puskesmas,53150200010,1000139693,GOLO WELU,Puskesmas Perawatan (Rawat Inap),"Golo Welu, Kelurahan  Nantal, Kec.  Kuwus",53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531502,Kuwus,-8.56833,120.31117,,pkmgolowelu22@gmail.com,,Operasional,Aktif,Golo Welu
382,Puskesmas,53150200016,53150200016,LENGKONG CEPANG,Puskesmas Non Perawatan,Ds. Watu Tiri Kec. Lembor Selatan,53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531509,Lembor Selatan,-8.7693179,120.2035065,,puskesmaslcepang@gmail.com,,Operasional,Aktif,Lengkong Cepang
383,Puskesmas,53150200017,1000139796,NANGA TERANG,Puskesmas Non Perawatan,Ds. Golo Sepang Kec. Boleng,53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531506,Boleng,-8.45252,120.07768,,pkmnangaterang22@gmail.com,,Operasional,Aktif,Nanga Terang
384,Puskesmas,53150200007,1000139734,NANGALILI,Puskesmas Non Perawatan,"Nangalili, RT: 009 RW: 002, Desa Nangalili, Kec. Lembor Selatan",53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531509,Lembor Selatan,-8.75899,120.13059,,pkmn.databank@gmail.com,,Operasional,Aktif,Nangalili
385,Puskesmas,53150200008,1000139758,ORONG,Puskesmas Perawatan (Rawat Inap),"Karot, Desa  Orong, Kec.  Welak",53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531507,Welak,-8.65577,120.23363,,,,Operasional,Aktif,Orong
386,Puskesmas,53150200013,1000139746,PACAR,Puskesmas Perawatan (Rawat Inap),"Pacar RT.001/RW.001, Desa Pacar, Kec.  Pacar",53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531501,Macang Pacar,-8.48365,120.20317,,siprijamat@gmail.com,,Operasional,Aktif,Pacar
387,Puskesmas,53150200012,1000139801,RANGGU,Puskesmas Non Perawatan,"Ranggu RT.001/RW.003, Desa Ranggu, Kec.  Kuwus Barat",53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531502,Kuwus,-8.58328,120.25643,,pkmranggu17@gmail.com,,Operasional,Aktif,Ranggu
388,Puskesmas,53150200015,1000139825,REGO,Puskesmas Non Perawatan,Nara-Desa Rego,53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531501,Macang Pacar,-8.42334,120.26227,,,,Operasional,Aktif,Rego
390,Puskesmas,53150200011,1000139708,TENTANG,Puskesmas Perawatan (Rawat Inap),"Tentang, RT 004/ RW 002, Desa Tentang",53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531508,Ndoso,-8.51,120.34878,,puskemastentang22@gmail.com,,Operasional,Aktif,Tentang
391,Puskesmas,53150200003,1000139710,TERANG,Puskesmas Perawatan (Rawat Inap),"RT.002/RW.002 Desa Mbuit, Kec. Boleng",53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531506,Boleng,-8.50193,120.07903,,puskesmasterang25@gmai.com,,Operasional,Aktif,Terang
392,Puskesmas,53150200018,1000139851,WAE KANTA,Puskesmas Non Perawatan,Ds. Wae Kanta Kec. Lembor,53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531503,Lembor,-8.67062,120.24262,,puskesmaswaekanta1402@gmail.com,,Operasional,Aktif,Wae Kanta
393,Puskesmas,53150200006,1000139667,WAE NAKENG,Puskesmas Perawatan (Rawat Inap),"Jl. Trans Ruteng-Labuan Bajo,Kelurahan Tangge, Kec. Lembor",53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531503,Lembor,-8.70761,120.16885,,ratnababur090986@gmail.com,,Operasional,Aktif,Wae Nakeng
394,Puskesmas,53150200019,1000139849,WAE PITAK,Puskesmas Non Perawatan,Ds. Tueng Kec. Kuwus Barat,53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531512,Kuwus Barat,-8.54852,120.24926,,puskesmaswaepitak2023@gmail.com,,Operasional,Aktif,Wae Pitak
395,Puskesmas,53150200020,1000139837,WANING,Puskesmas Non Perawatan,Ds. Waning Kec. Ndoso,53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531508,Ndoso,-8.48979,120.29599,,pusk.waning0218@gmail.com,,Operasional,Aktif,Waning
397,Puskesmas,53150200004,1000139681,WERANG,Puskesmas Perawatan (Rawat Inap),"Werang Desa Golo Mbu, Kec.  Sano Nggoang",53,Nusa Tenggara Timur,5315,Kab. Manggarai Barat,531504,Sano Nggoang,-8.65128,120.01088,,pkmwerangsn@gmail.com,,Operasional,Aktif,Werang
398,Puskesmas,53160200004,1000115908,BOAWAE,Puskesmas Perawatan (Rawat Inap),Kel. Natanage - Kec. Boawae,53,Nusa Tenggara Timur,5316,Kab. Nagekeo,531603,Boawae,-8.76259,121.16359,,uptdpuskesmasboawae@gmail.com,,Operasional,Aktif,Boawaae
399,Puskesmas,53160200005,1000115910,JAWAKISA,Puskesmas Perawatan (Rawat Inap),Desa Tengatiba - Kec. Aesesa Selatan,53,Nusa Tenggara Timur,5316,Kab. Nagekeo,531607,Aesesa Selatan,-8.66436,121.22814,,merlyncoo81@gmail.com,,Operasional,Aktif,Jawakisa
400,Puskesmas,53160200007,1000115958,KABUREA,Puskesmas Perawatan (Rawat Inap),Desa Tendakinde - Kec. Wolowae,53,Nusa Tenggara Timur,5316,Kab. Nagekeo,531605,Wolowae,-8.59109,121.38817,,puskesmaskaburea@gmail.com,,Operasional,Aktif,Kaburea
402,Puskesmas,53160200009,1000669870,MAUKELI,Puskesmas Perawatan (Rawat Inap),"Desa Maukeli, Kec.  Mauponggo",53,Nusa Tenggara Timur,5316,Kab. Nagekeo,531604,Mauponggo,-8.89103,121.16066,,puskesmasmaukeli21@gmail.com,,Operasional,Aktif,Maukeli
403,Puskesmas,53160200002,1000115934,MAUNORI,Puskesmas Perawatan (Rawat Inap),Ds Udiworowatu - Kec. Keo Tengah,53,Nusa Tenggara Timur,5316,Kab. Nagekeo,531606,Keo Tengah,-8.89953,121.29179,,puskesmasmaunori2028@gmail.com,,Operasional,Aktif,Maunori
405,Puskesmas,53160200003,1000115893,NANGARORO,Puskesmas Perawatan (Rawat Inap),"Kel. Nangaroro, Kec. Nangaroro",53,Nusa Tenggara Timur,5316,Kab. Nagekeo,531602,Nangaroro,-8.78817,121.39541,,priskayovi@gmail.com,,Operasional,Aktif,Nangaroro
433,Puskesmas,53190200018,1000051059,BEAMURING,Puskesmas Non Perawatan,"Beamuring, Desa Deno",53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531902,Poco Ranaka,-8.59683,120.62498,,uptdpuskesmasbeamuring@gmail.com,,Operasional,Aktif,Bea Muring
437,Puskesmas,53190200021,1000051097,DAMPEK,Puskesmas Perawatan (Rawat Inap),Desa Satar Kec. Lamba Leda Utara,53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531911,Lamba Leda Utara,-8.43592,120.56046,81339528205,puskesmasdampek@gmail.com,,Operasional,Aktif,Dampek
438,Puskesmas,53190200010,1000051085,ELAR,Puskesmas Perawatan (Rawat Inap),"RT 001,RW.001 Kel Tiwu Kondo, Kec.Elar",53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531905,Elar,-8.64598,120.76131,81238916009,puskesmaselar@gmail.com,,Operasional,Aktif,Elar
439,Puskesmas,53190200008,1000051102,KETANG,Puskesmas Non Perawatan,Kec. Kota Komba,53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531910,Kota Komba Utara,-8.61528,120.33009,,bokpuket@gmail.com,,Operasional,Aktif,Ketang
440,Puskesmas,53190200026,1000051229,KISOL,Puskesmas Non Perawatan,"Kisol, RT 001/RW 001, Kelurahan Tana Rata, Kec.  Kota Komba",53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531906,Kota Komba,-8.81538,120.66827,,puskesmaskisol19@gmail.com,,Operasional,Aktif,Kisol
441,Puskesmas,53190200004,1000051243,LALANG,Puskesmas Non Perawatan,"Ds. Lalang, Kec. Borong",53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531907,Rana Mese,-8.8012,120.57757,,puskesmaslalang@gmail.com,,Operasional,Aktif,Lalang
442,Puskesmas,53190200017,1000051047,LAWIR,Puskesmas Non Perawatan,Kec. Poco Ranaka,53,Nusa Tenggara Timur,5319,Kab. Manggarai Timur,531908,Poco Ranaka Timur,-8.59589,120.63921,,uptdpkmlawir@gmail.com,,Operasional,Aktif,Lawir
